"search-number","evaluation","evals-requested-so-far","sun-brightness*","albedo*","initial-clouds*","night*","random-seed","min-result","max-result","mean-result","stdev-result","final-step-result"
"1","36","160","3.4000000000000004","0.8500000000000001","96","0.8","""667268137""","2.8002772134066927","2.800907530579055","2.800532007820549","1.823075786087077E-4","2.8002772134066927"
"1","37","160","3.4000000000000004","0.8500000000000001","96","0.8","""433038228""","3.0000000000000018","3.0000000000000018","3.0000000000000004","0","3.0000000000000018"
"1","38","160","3.4000000000000004","0.8500000000000001","96","0.8","""1860779532""","2.8000000162925005","2.8000000533377065","2.80000003126736","1.0714640377952048E-8","2.8000000162925005"
"1","39","160","3.4000000000000004","0.8500000000000001","96","0.8","""-969991057""","2.916216989001084","2.9530905542954997","2.931122466541515","0.010664996446684595","2.916216989001084"
"1","40","160","3.4000000000000004","0.8500000000000001","96","0.8","""-186020837""","2.9000006460205707","2.9000021149173776","2.9000012397957606","4.248512203989944E-7","2.9000006460205707"
"1","41","160","3.4000000000000004","0.6000000000000001","90","0.7000000000000001","""-2121960818""","2.800024709688488","2.800147843634889","2.8000689279571693","3.498533488289874E-5","2.800024709688488"
"1","42","160","3.4000000000000004","0.6000000000000001","90","0.7000000000000001","""-2046642610""","2.522375120036802","2.604012532640077","2.560257633409864","0.027866659404822483","2.522375120036802"
"1","43","160","3.4000000000000004","0.6000000000000001","90","0.7000000000000001","""1051708163""","2.800038353872994","2.800229479865827","2.8001069885651364","5.4303521163625146E-5","2.800038353872994"
"1","44","160","3.4000000000000004","0.6000000000000001","90","0.7000000000000001","""331574114""","2.7098469992863716","2.7589168159382442","2.7274683165613833","0.01394192274712508","2.7098469992863716"
"1","45","160","3.4000000000000004","0.6000000000000001","90","0.7000000000000001","""-1674018954""","3.0000000000000018","3.0000000000000018","3.0000000000000004","0","3.0000000000000018"
"1","46","160","3.4000000000000004","0.6000000000000001","90","0.7000000000000001","""1673502475""","2.705279038106438","2.7315856747219147","2.714725936869653","0.0074743522689666485","2.705279038106438"
"1","47","160","3.4000000000000004","0.6000000000000001","90","0.7000000000000001","""-1167821053""","2.7584411317551414","2.828805097145283","2.8044404339149547","0.019870153459203056","2.7584411317551414"
"1","48","160","3.4000000000000004","0.6000000000000001","90","0.7000000000000001","""-378879872""","2.8000004794917484","2.8000028689070735","2.800001337547644","6.788907347899695E-7","2.8000004794917484"
"1","49","160","3.4000000000000004","0.6000000000000001","90","0.7000000000000001","""-195692610""","2.9064329196236933","2.9384896078893306","2.9179447024926377","0.009108081134661314","2.9064329196236933"
"1","50","160","3.4000000000000004","0.6000000000000001","90","0.7000000000000001","""1662623011""","2.5004083315342047","2.502443139594373","2.5011390454611866","5.781382266277288E-4","2.5004083315342047"
"1","51","160","0.8","0.35000000000000003","56","0","""158841146""","2.402797616838116","2.50172856153773","2.45692135573761","0.04118952931447127","2.402797616838116"
"1","52","160","0.8","0.35000000000000003","56","0","""-1064933564""","2.6000462743750745","2.61885793756624","2.603140588636831","0.004472551425326462","2.6000462743750745"
"1","53","160","0.8","0.35000000000000003","56","0","""2124489794""","2.405531415080521","2.5003328332358024","2.4931313409526186","0.01855874115019354","2.405531415080521"
"1","54","160","0.8","0.35000000000000003","56","0","""-542454280""","2.101154142825333","2.3185143787072153","2.1576580596511543","0.06598375513662441","2.101154142825333"
"1","55","160","0.8","0.35000000000000003","56","0","""96649666""","2.408418449867547","2.7023108666183653","2.632550350792907","0.07814883843696926","2.408418449867547"
"1","56","160","0.8","0.35000000000000003","56","0","""535368251""","2.3020108917309496","2.5277065485684833","2.37023635488393","0.06781722789638965","2.3020108917309496"
